who WP O
ays VVZ O
uke NN B-character.name
on IN O
tar NN B-movie.name
ars NNS I-movie.name
new JJ I-movie.name
ope NN I-movie.name
  
how NN O
its NNS O
for IN O
the DT B-movie.name
her NN I-movie.name
  
who WP O
was VBD O
the DT O
ain JJ O
tor NN O
in IN O
the DT B-movie.name
ist NN I-movie.name
  
ind VV O
the DT O
ale JJ O
ess NN O
rom IN O
the DT O
vie NN O
she PP B-movie.name
's VBZ I-movie.name
the DT I-movie.name
man NN I-movie.name
  
who WP O
yed VVD O
ory NN B-character.name
on IN O
ing VVG B-movie.name
emo NN I-movie.name
  
who WP O
was VBD O
the DT O
ale JJ O
ead NN O
in IN O
ent JJ B-movie.name
vil NN I-movie.name
  
who WP O
yed VVD O
ido NN B-character.name
in IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
who WP O
was VBD O
the DT O
tar NN O
in IN O
oot NN B-movie.name
to TO I-movie.name
ill VV I-movie.name
  
ind VV O
the DT O
guy NN O
who WP O
ays VVZ O
lie NN B-character.name
on IN O
lie NN B-movie.name
's POS I-movie.name
els NNS I-movie.name
  
ast NN O
and CC O
rew NN O
of IN O
vie NN O
the DT B-movie.name
ign NN I-movie.name
  
ast NN O
and CC O
rew NN O
of IN O
the DT B-movie.name
ign NN I-movie.name
  
who WP O
ays VVZ O
in IN O
the DT O
vie NN O
the DT B-movie.name
ign NN I-movie.name
  
who WP O
red VVD O
in IN O
the DT B-movie.name
ign NN I-movie.name
  
who WP O
ere VBD O
the DT O
rew NN O
for IN O
the DT B-movie.name
ign NN I-movie.name
  
who WP O
was VBD O
the DT O
ead JJ O
man NN O
in IN O
axi NN B-movie.name
ver NN I-movie.name
  
tar NN O
of IN O
ght NN B-movie.name
  
who WP O
ars VVZ O
in IN O
ria NN B-movie.name
  
hat WP O
are VBP O
the DT O
mes NNS O
of IN O
ale JJ O
ors NNS O
who WP O
yed VVD O
in IN O
ost VVN B-movie.name
  
can MD O
i NNS O
see VV O
the DT O
set VVN O
ist NN O
and CC O
ast NN O
for IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
ast NN O
and CC O
rew NN O
of IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
how NN O
ast NN O
and CC O
rew NN O
for IN O
the DT O
vie NN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
hat WP O
's VBZ O
the DT O
ast NN O
for IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
who WP O
yed VVD O
in IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
who WP O
yed VVD O
in IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
who WP O
was VBD O
in IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
who WP O
ere VBD O
rto NP B-actor.name
gni NP I-actor.name
's POS O
ars NNS O
on IN O
ife NN B-movie.name
is VBZ I-movie.name
ful JJ I-movie.name
  
i NNS O
am VBP O
ing VVG O
for IN O
the DT O
tor NN O
hat WDT O
yed VVD O
in IN O
tty JJ B-movie.name
men NNS I-movie.name
  
tar NN O
of IN O
roy NN B-movie.name
  
who WP O
yed VVD O
bin NN B-character.name
in IN O
man NN B-movie.name
ver RB I-movie.name
  
ind VV O
the DT O
ale JJ O
tor NN O
rom IN O
rty JJ B-movie.name
rry VVP I-movie.name
  
how VV O
me PP O
the DT O
tor NN O
of IN O
the DT O
nam NP B-movie.name
  
cky JJ B-movie.name
tor NN O
  
hat WP O
tor NN O
yed VVN O
in IN O
the DT B-movie.name
ing JJ I-movie.name
der NN I-movie.name
man NN I-movie.name
  
who WP O
are VBP O
the DT O
ors NNS O
in IN O
ain NN B-movie.name
ica NN I-movie.name
  
who WP O
red VVD O
in IN O
ain NN B-movie.name
ica NN I-movie.name
  
who WP O
was VBD O
in IN O
the DT O
vie NN O
ain NN B-movie.name
ica NN I-movie.name
  
who WP O
ere VBD O
the DT O
ast NN O
ers NNS O
in IN O
the DT B-movie.name
ist NN I-movie.name
  
how VV O
me PP O
the DT O
tor NN O
of IN O
the DT O
vie NN O
ham NN B-movie.name
  
ich WDT O
ale JJ O
ors NNS O
red VVN O
in IN O
tch NN B-movie.name
  
can MD O
i NNS O
see VV O
the DT O
ast NN O
and CC O
rew NN O
for IN O
the DT O
vie NN O
in IN B-movie.name
uly RB I-movie.name
  
ist NN O
ast NN O
and CC O
rew NN O
in IN B-movie.name
uly RB I-movie.name
  
who WP O
ars VVZ O
in IN O
in IN B-movie.name
uly NN I-movie.name
  
who WP O
ars VVZ O
in IN O
in IN B-movie.name
uly NN I-movie.name
  
oll NN O
its NNS O
for IN O
top JJ B-movie.name
gun NN I-movie.name
  
how VV O
me PP O
the DT O
tor NN O
of IN O
the DT O
vie NN O
iri NN B-movie.name
vva NN I-movie.name
  
cky JJ B-movie.name
2 CD O
tor NN O
  
who WP O
is VBZ O
kka NN B-character.name
  
who WP O
red VVD O
in IN O
i NP B-movie.name
ove NN I-movie.name
ucy NN I-movie.name
  
llo NN B-movie.name
een CD I-movie.name
ast NN O
ers NNS O
  
can MD O
you PP O
ell VV O
me PP O
ore JJR O
out IN O
the DT O
ast NN O
and CC O
rew NN O
of IN O
the DT O
vie NN O
llo NN B-movie.name
een CD I-movie.name
  
ast NN O
and CC O
rew NN O
for IN O
llo NN B-movie.name
een CD I-movie.name
  
ers NNS O
of IN O
llo NN B-movie.name
een CD I-movie.name
  
ete JJ O
ast NN O
and CC O
rew NN O
